TF_ID	TF_name	gene_ID	gene_name	effect	evidence	evidence_function	confidence
ECK120011294	H-NS	ECK120002541	ssrS	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001507	stpA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003625	tcyJ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011294	H-NS	ECK120002545	thrV	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120016289	ybdZ	+	[]	[GEA|W|Gene expression analysis]	WEAK
ECK120011294	H-NS	ECK120001109	yciE	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001110	yciF	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001111	yciG	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120003378	ydeO	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120003380	ydeP	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120002228	yfaE	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120001366	yhiD	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011294	H-NS	ECK120016281	yhiM	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120011294	H-NS	ECK120004439	yjjP	-	[BPP|S|Binding of purified proteins]	[BPP|S|Binding of purified proteins]	STRONG
ECK120011294	H-NS	ECK120004440	yjjQ	-	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK125257184	HU	ECK120000355	galE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120000356	galK	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120001641	galM	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120000359	galT	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120002505	micF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120000610	mtr	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120002045	pgm	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120002086	seqA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257184	HU	ECK120001030	tyrP	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015243	HcaR	ECK120003905	hcaB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015243	HcaR	ECK120003904	hcaC	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015243	HcaR	ECK120003906	hcaD	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015243	HcaR	ECK120004468	hcaE	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015243	HcaR	ECK120004474	hcaF	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015243	HcaR	ECK120003903	hcaR	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012250	HdfR	ECK120000313	flhC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012250	HdfR	ECK120000314	flhD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012250	HdfR	ECK120000396	gltB	+	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120012250	HdfR	ECK120000397	gltD	+	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK120012250	HdfR	ECK120001469	gltF	+	[BPP|S|Binding of purified proteins]	[]	STRONG
ECK125286590	HicB	ECK120016303	hicA	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125286590	HicB	ECK120003338	hicB	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125242732	HigA	ECK120004154	higA	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[]	STRONG
ECK125242732	HigA	ECK120004155	higB	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[]	STRONG
ECK125257189	HigB-HigA	ECK120004154	higA	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[]	STRONG
ECK125257189	HigB-HigA	ECK120004155	higB	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[]	STRONG
ECK125257201	HipAB	ECK120000436	hipA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257201	HipAB	ECK120000435	hipB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257201	HipAB	ECK120000564	mazE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257201	HipAB	ECK120001224	mazF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257201	HipAB	ECK120000826	relA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120026325	HipB	ECK120002681	fadH	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120026325	HipB	ECK120000436	hipA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120026325	HipB	ECK120000435	hipB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120026325	HipB	ECK120000564	mazE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120026325	HipB	ECK120001224	mazF	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120026325	HipB	ECK120000826	relA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125228798	HprR	ECK120002235	cusA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	STRONG
ECK125228798	HprR	ECK120002930	cusB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	STRONG
ECK125228798	HprR	ECK120002928	cusC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	STRONG
ECK125228798	HprR	ECK120002929	cusF	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	STRONG
ECK125228798	HprR	ECK120002927	cusR	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[]	STRONG
ECK125228798	HprR	ECK120002926	cusS	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[]	STRONG
ECK125228798	HprR	ECK120000173	cyoA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125228798	HprR	ECK120000174	cyoB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125228798	HprR	ECK120000175	cyoC	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125228798	HprR	ECK120000176	cyoD	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125228798	HprR	ECK120000177	cyoE	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK125228798	HprR	ECK120003644	hiuH	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX]	[CV(GEA/GS)|S|cross validation(GEA/GS)],[GEA|W|Gene expression analysis]	STRONG
ECK120011390	HyfR	ECK120003881	focB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120001133	hyfA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120001255	hyfB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003872	hyfC	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003873	hyfD	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003874	hyfE	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003875	hyfF	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003876	hyfG	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003877	hyfH	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003878	hyfI	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003879	hyfJ	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011390	HyfR	ECK120003880	hyfR	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK125141903	HypT	ECK120000168	cydA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000169	cydB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000184	cysH	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000280	fecA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000281	fecB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000282	fecC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000283	fecD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000284	fecE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000575	metB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120001676	metI	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120000583	metL	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120001569	metN	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125141903	HypT	ECK120001460	metQ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000019	aceA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000020	aceB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000023	aceK	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001411	acs	-	[BPP|S|Binding of purified proteins],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001870	actP	-	[BPP|S|Binding of purified proteins],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001457	adiA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001755	amiA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK125257183	IHF	ECK120001613	atoA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001615	atoB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001612	atoD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120001614	atoE	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000130	carA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000130	carA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000131	carB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000131	carB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120003142	csgD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120003141	csgE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120003140	csgF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120003139	csgG	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120002573	csrB	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK125257183	IHF	ECK120000183	cysG	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000183	cysG	-	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000184	cysH	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000185	cysI	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120000186	cysJ	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125257183	IHF	ECK120004226	dcuD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK125257183	IHF	ECK120000226	dmsA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
